3512,200002,Fiesta Chk Bur,117,y16w14
3512,200010,Sharky Chk Bur,107,y16w14
3512,200003,Fiesta Stk Bur,72,y16w14
3512,200018,Sta Fe Chk Bur,28,y16w14
3512,200041,B&C Bur,25,y16w14
3512,500072,Char Shrimp Bur,20,y16w14
3512,200011,Sharky Stk Bur,19,y16w14
3512,200026,Fajita Chk Bur,16,y16w14
3512,200019,Sta Fe Stk Bur,14,y16w14
3512,200054,Char Fish Bur,13,y16w14
3512,200049,Veg Bur,12,y16w14
3512,500073,Fiesta No MT Bur,10,y16w14
3512,200007,Fiesta Tofu Bur,8,y16w14
3512,200027,Fajita Stk Bur,7,y16w14
3512,200015,Sharky Tofu Bur,6,y16w14
3512,200032,Fajita Tofu Bur,4,y16w14
3512,500057,Temp Fish Bur,4,y16w14
3512,200035,B&C Chk Bur,3,y16w14
3512,500030,Fajita Veg Bur,3,y16w14
3512,500124,Fiesta ChShr Bur,3,y16w14
3512,200005,Fiesta MxMt Bur,3,y16w14
3512,500132,Fiesta Shrmp Bur,3,y16w14
3512,500006,Fiesta Veg Bur,3,y16w14
3512,201615,RANCHERO,3,y16w14
3512,200036,B&C Stk Bur,2,y16w14
3512,200076,Fajita Bur NO MT,2,y16w14
3512,200029,Fajita MxMt Bur,2,y16w14
3512,500098,Fajita Salm Bur,2,y16w14
3512,500135,AJ Burrito,1,y16w14
3512,500160,Gary Burrito,1,y16w14
3512,200013,Sharky MxMt Bur,1,y16w14
3512,500111,Sta Fe Bur NO MT,1,y16w14
3512,200059,Temp Shrimp Bur,1,y16w14
3512,500074,Fiesta Salm Bur,0,y16w14
3512,200418,Faj Bwl Chk,54,y16w14
3512,200435,Quesa Chk,37,y16w14
3512,200402,Nachos Chk,31,y16w14
3512,200410,Enchiladas Chk,28,y16w14
3512,200405,Grnd Nachos Chk,25,y16w14
3512,200419,Faj Bwl Stk,23,y16w14
3512,200437,Quesa Stk,22,y16w14
3512,200403,Nachos Stk,17,y16w14
3512,200460,Taquitos Chk,17,y16w14
3512,200426,Faj Plt Chk,16,y16w14
3512,200427,Faj Plt Stk,14,y16w14
3512,202232,QUESADILLA,13,y16w14
3512,201321,NACHOS,10,y16w14
3512,200425,Faj Bwl Tofu,6,y16w14
3512,200406,Grnd Nachos Stk,6,y16w14
3512,200471,Faj Bwl Salmon,5,y16w14
3512,200404,Grnd Nachos,5,y16w14
3512,200422,Faj Bwl Gr Shrmp,2,y16w14
3512,500420,Faj Bwl Veggies,2,y16w14
3512,500435,Quesa Shrmp,2,y16w14
3512,500411,Ench Gr Shrimp,1,y16w14
3512,200461,Faj Bwl MxMt,1,y16w14
3512,200430,Faj Plt Gr Shrmp,1,y16w14
3512,200409,Grnd Nachos MxMt,1,y16w14
3512,500452,Nachos MxMt,1,y16w14
3512,500449,Nachos Tofu,1,y16w14
3512,200605,Kid Quesadilla,12,y16w14
3512,200604,Kid B&C Burrito,11,y16w14
3512,500605,Kid Power Plate,10,y16w14
3512,500611,Kid Bowl,6,y16w14
3512,200611,Kid Chk/Chs Roll,5,y16w14
3512,200607,Kid Nachos,2,y16w14
3512,201603,N Chk Faj Bowl,43,y16w14
3512,201607,N Salmon Burrito,39,y16w14
3512,201602,N Chk St Fe Bur,25,y16w14
3512,501108,N Fajita Burrito,21,y16w14
3512,501112,Half Nkd Tostada,12,y16w14
3512,201605,N Shar Chk Salad,10,y16w14
3512,201601,N Chickn Tostada,6,y16w14
3512,202049,Corn Tortilla,67,y16w14
3512,202050,Mixed Tortilla,61,y16w14
3512,202048,Flour Tortilla,55,y16w14
3512,501304,Chk Fajita Party,50,y16w14
3512,202058,With Pico dGallo,48,y16w14
3512,202056,With Fire Roastd,33,y16w14
3512,202050,With Killer Hot,26,y16w14
3512,202223,Canned Soda,23,y16w14
3512,501305,Stk Fajita Party,21,y16w14
3512,86114,No Tortilla,18,y16w14
3512,86126,With Avoc Salsa,18,y16w14
3512,202732,With Santo Verde,17,y16w14
3512,202057,With Sharky's,12,y16w14
3512,501306,Taco Party,7,y16w14
3512,501359,Tofu Fajita Prty,6,y16w14
3512,501324,Bottled Water,5,y16w14
3512,202235,Grnd Quesa,5,y16w14
3512,202201,Shrk Bur Platter,4,y16w14
3512,501311,Taco 6pk,4,y16w14
3512,202232,Taquitos (12),4,y16w14
3512,202220,Beans 24oz,2,y16w14
3512,501354,Grnd Quesa Chk,2,y16w14
3512,501353,24oz Guacamole,1,y16w14
3512,501317,Chip/Guac Lrg,1,y16w14
